address_id,line1,line2,city,province_id,postal_code,country_code,created_at
1036,Calle 9317,,Mendoza,4,4927,AR,2024-01-06 08:08:24
1037,Calle 8811,,Mar del Plata,1,4559,AR,2025-06-10 14:33:01
1038,Calle 1987,,Mar del Plata,1,9264,AR,2024-09-23 10:39:02
1039,Calle 4142,,CABA,1,8572,AR,2023-06-16 12:06:53
1040,Calle 7568,Piso 7 Dto B,Mar del Plata,1,4185,AR,2025-01-11 05:05:27
1041,Calle 1879,Piso 12 Dto A,La Plata,1,8606,AR,2025-05-28 01:08:03
1042,Calle 8986,Piso 11 Dto A,CABA,1,3297,AR,2025-05-06 08:14:19
1043,Calle 2795,,Rosario,3,3903,AR,2024-08-04 22:30:27
1044,Calle 6404,,Mar del Plata,1,5476,AR,2023-12-30 10:45:48
1045,Calle 3550,,CABA,1,8242,AR,2023-07-19 04:28:24
1046,Calle 1685,Piso 7 Dto C,Rafaela,3,8274,AR,2023-07-26 10:10:56
1047,Calle 6184,Piso 4 Dto A,Córdoba,2,4908,AR,2024-03-11 16:00:25
1048,Calle 458,,La Plata,1,2035,AR,2024-04-12 15:21:55
1049,Calle 2751,,Mendoza,4,7810,AR,2025-07-10 03:23:19
1050,Calle 5287,,La Plata,1,4393,AR,2025-08-24 12:08:19
1051,Calle 1980,,La Plata,1,6842,AR,2024-09-19 08:01:35
1052,Calle 5182,,La Plata,1,8516,AR,2024-04-11 21:46:51
1053,Calle 6046,,La Plata,1,7735,AR,2024-08-16 10:00:41
1054,Calle 1669,,Santa Fe,3,5127,AR,2023-09-30 04:20:00
1055,Calle 6367,,Río Cuarto,2,6440,AR,2024-02-02 08:48:54
1056,Calle 5210,,Río Cuarto,2,6490,AR,2023-06-02 09:59:41
1057,Calle 7355,,Río Cuarto,2,9248,AR,2023-05-26 15:32:59
1058,Calle 2033,Piso 5 Dto A,Mar del Plata,1,4990,AR,2023-09-06 07:51:37
1059,Calle 8172,,La Plata,1,7156,AR,2024-03-18 12:02:14
1060,Calle 9799,Piso 8 Dto C,Córdoba,2,3199,AR,2024-07-11 01:18:19
1061,Calle 8534,Piso 7 Dto C,CABA,1,1388,AR,2024-04-25 18:06:44
1062,Calle 5616,,Santa Fe,3,5068,AR,2024-04-15 13:18:55
1063,Calle 8544,Piso 6 Dto A,Villa Carlos Paz,2,1099,AR,2023-08-14 09:05:30
1064,Calle 3154,,Rosario,3,4345,AR,2023-11-17 01:15:12
1065,Calle 8993,,Mar del Plata,1,7983,AR,2025-04-30 13:47:24
1066,Calle 3237,,Mar del Plata,1,5079,AR,2024-08-18 20:24:48
1067,Calle 3300,,La Plata,1,6891,AR,2025-01-13 15:37:48
1068,Calle 7232,Piso 7 Dto C,La Plata,1,3553,AR,2025-05-23 18:17:22
1069,Calle 7003,,La Plata,1,3878,AR,2024-06-08 16:31:50
1070,Calle 7432,Piso 5 Dto B,La Plata,1,2178,AR,2024-10-04 15:52:09
1071,Calle 3207,,La Plata,1,1210,AR,2025-06-21 19:26:30
1072,Calle 8052,Piso 7 Dto B,Villa Carlos Paz,2,7113,AR,2024-12-22 13:57:10
1073,Calle 9639,,Mar del Plata,1,3039,AR,2024-12-23 19:21:12
1074,Calle 3183,Piso 7 Dto B,Mendoza,4,9349,AR,2025-06-03 01:08:33
1075,Calle 946,Piso 11 Dto B,Villa Carlos Paz,2,5043,AR,2024-05-16 11:34:11
1076,Calle 463,,La Plata,1,5281,AR,2025-04-12 13:10:51
1077,Calle 4167,,Mendoza,4,1202,AR,2023-11-03 08:02:01
1078,Calle 6298,,Rafaela,3,9495,AR,2024-02-23 07:50:27
1079,Calle 6994,Piso 5 Dto C,Rosario,3,9202,AR,2025-08-11 07:11:08
1080,Calle 9603,Piso 5 Dto C,Villa Carlos Paz,2,2456,AR,2023-10-22 18:01:57
1081,Calle 2339,,Villa Carlos Paz,2,7520,AR,2024-08-26 14:48:48
1082,Calle 8057,,CABA,1,7845,AR,2025-07-29 12:00:05
1083,Calle 7061,Piso 3 Dto A,La Plata,1,4053,AR,2023-11-30 16:15:44
1084,Calle 8235,,CABA,1,4041,AR,2024-03-13 03:37:04
1085,Calle 3144,Piso 5 Dto B,CABA,1,2789,AR,2024-01-19 01:37:52
1086,Calle 6189,,CABA,1,6605,AR,2023-06-21 02:03:10
1087,Calle 7950,,Villa Carlos Paz,2,2000,AR,2024-06-22 08:12:33
1088,Calle 9543,,Rosario,3,9557,AR,2023-05-17 06:44:43
1089,Calle 4356,Piso 8 Dto B,Mar del Plata,1,8036,AR,2024-10-09 19:30:03
1090,Calle 5165,Piso 4 Dto B,La Plata,1,7200,AR,2023-08-02 22:07:09
1091,Calle 1642,Piso 1 Dto B,Godoy Cruz,4,3275,AR,2023-06-14 21:26:08
1092,Calle 4579,Piso 12 Dto A,Río Cuarto,2,8404,AR,2025-05-13 04:43:07
1093,Calle 3080,Piso 1 Dto C,Mar del Plata,1,1272,AR,2024-11-15 13:26:18
1094,Calle 5334,,Rafaela,3,8938,AR,2025-01-16 15:14:22
1095,Calle 5708,,Córdoba,2,7305,AR,2024-08-04 12:00:20
1096,Calle 2346,,Río Cuarto,2,3094,AR,2025-06-17 11:59:29
1097,Calle 8991,Piso 8 Dto A,Santa Fe,3,2895,AR,2025-05-24 00:32:46
1098,Calle 3988,,Córdoba,2,2728,AR,2025-03-11 14:00:04
1099,Calle 2626,Piso 6 Dto B,Mendoza,4,4610,AR,2024-06-09 05:05:17
1100,Calle 2017,Piso 11 Dto A,Río Cuarto,2,2481,AR,2024-10-03 23:43:29
1101,Calle 9842,Piso 2 Dto C,Rafaela,3,7176,AR,2024-12-18 20:57:43
1102,Calle 7160,Piso 4 Dto A,Río Cuarto,2,2895,AR,2024-07-31 00:23:25
1103,Calle 5575,,CABA,1,2902,AR,2024-11-27 06:13:48
1104,Calle 6230,,La Plata,1,6092,AR,2023-08-10 03:14:15
1105,Calle 6360,Piso 7 Dto B,Córdoba,2,3069,AR,2025-07-21 09:44:09
1106,Calle 3640,,Río Cuarto,2,9819,AR,2025-04-20 12:30:57
1107,Calle 3587,Piso 8 Dto C,La Plata,1,3415,AR,2024-07-19 05:39:01
1108,Calle 563,Piso 10 Dto B,Mar del Plata,1,9230,AR,2023-11-13 19:04:19
1109,Calle 9404,,Mar del Plata,1,9110,AR,2024-07-31 19:43:30
1110,Calle 964,,Villa Carlos Paz,2,4687,AR,2023-07-26 15:48:49
1111,Calle 7988,Piso 12 Dto B,Mendoza,4,3608,AR,2023-06-08 12:01:55
1112,Calle 6922,Piso 11 Dto B,La Plata,1,7412,AR,2025-01-02 11:53:20
1113,Calle 4638,,Mar del Plata,1,9978,AR,2025-01-06 16:54:04
1114,Calle 9510,Piso 1 Dto C,La Plata,1,8496,AR,2024-01-15 06:58:19
1115,Calle 7905,,Villa Carlos Paz,2,4573,AR,2024-03-04 22:32:58
1116,Calle 5935,,Córdoba,2,3418,AR,2024-12-10 23:01:02
1117,Calle 2757,Piso 1 Dto A,Godoy Cruz,4,8763,AR,2024-02-09 01:11:56
1118,Calle 8445,Piso 11 Dto B,Mendoza,4,3434,AR,2025-01-22 13:59:16
1119,Calle 3947,Piso 7 Dto B,CABA,1,3826,AR,2024-12-09 02:52:08
1120,Calle 1469,Piso 8 Dto C,Rafaela,3,5509,AR,2025-03-27 11:12:44
1121,Calle 1911,Piso 2 Dto A,CABA,1,9351,AR,2024-04-19 10:11:10
1122,Calle 9382,,Mar del Plata,1,3967,AR,2024-12-22 11:03:42
1123,Calle 7106,,Mar del Plata,1,2629,AR,2024-09-22 05:24:54
1124,Calle 3030,,Mar del Plata,1,7451,AR,2025-09-15 19:25:31
1125,Calle 8005,,Rafaela,3,4399,AR,2023-11-04 06:13:58
1126,Calle 2949,Piso 1 Dto C,Mar del Plata,1,6149,AR,2023-11-13 03:27:41
1127,Calle 3379,,Mar del Plata,1,5206,AR,2023-06-29 09:05:29
1128,Calle 8293,,CABA,1,7931,AR,2023-05-06 03:11:24
1129,Calle 8511,Piso 5 Dto C,CABA,1,3291,AR,2025-06-05 21:02:01
1130,Calle 5770,,Río Cuarto,2,2622,AR,2023-07-14 11:51:44
1131,Calle 2322,,CABA,1,4539,AR,2024-11-13 18:55:10
1132,Calle 6915,Piso 2 Dto C,Mar del Plata,1,5270,AR,2024-12-19 01:52:34
1133,Calle 6555,Piso 8 Dto A,Córdoba,2,7968,AR,2023-12-14 12:31:17
1134,Calle 4414,,CABA,1,7097,AR,2025-09-27 14:06:09
1135,Calle 9912,,Río Cuarto,2,6183,AR,2025-03-09 14:47:28
1136,Calle 4056,,Mar del Plata,1,9707,AR,2023-10-23 20:43:45
1137,Calle 1081,,Villa Carlos Paz,2,6944,AR,2024-10-05 02:25:40
1138,Calle 3699,,Rosario,3,7179,AR,2024-04-15 05:10:11
1139,Calle 2024,Piso 3 Dto C,CABA,1,9021,AR,2023-10-01 10:00:36
1140,Calle 9375,Piso 5 Dto C,Mar del Plata,1,2623,AR,2023-07-19 12:12:03
1141,Calle 2961,Piso 6 Dto C,La Plata,1,8812,AR,2023-11-20 04:14:11
1142,Calle 8415,,Mar del Plata,1,3337,AR,2024-12-14 10:42:44
1143,Calle 867,Piso 12 Dto C,Villa Carlos Paz,2,5081,AR,2025-02-13 17:15:25
1144,Calle 7192,Piso 6 Dto B,Córdoba,2,5519,AR,2025-02-28 12:14:17
1145,Calle 3749,,Mar del Plata,1,6007,AR,2025-01-26 11:58:10
1146,Calle 1303,,Rosario,3,2534,AR,2024-01-17 11:51:48
1147,Calle 4684,,Córdoba,2,7946,AR,2025-07-04 05:03:10
1148,Calle 7859,,Mendoza,4,7643,AR,2023-05-27 14:14:21
1149,Calle 120,Piso 12 Dto B,Río Cuarto,2,5001,AR,2025-08-03 09:25:14
1150,Calle 9952,,Córdoba,2,3864,AR,2023-08-30 16:45:54
1151,Calle 8417,Piso 6 Dto A,CABA,1,9118,AR,2024-12-14 21:40:38
1152,Calle 5538,,CABA,1,5752,AR,2024-08-12 18:09:50
1153,Calle 3491,Piso 1 Dto C,La Plata,1,4562,AR,2024-08-21 12:30:20
1154,Calle 8447,Piso 1 Dto B,San Rafael,4,1942,AR,2024-11-08 15:06:00
1155,Calle 5383,,La Plata,1,1084,AR,2024-10-30 06:34:11
1156,Calle 6588,,Rosario,3,8058,AR,2025-06-08 08:48:32
1157,Calle 8427,,Mar del Plata,1,8985,AR,2023-05-16 17:38:25
1158,Calle 4099,Piso 4 Dto B,Mar del Plata,1,7132,AR,2024-08-12 22:09:06
1159,Calle 8789,Piso 5 Dto A,CABA,1,8198,AR,2024-01-12 09:37:12
1160,Calle 7111,,Mar del Plata,1,2813,AR,2024-02-24 11:34:21
1161,Calle 6465,Piso 7 Dto C,CABA,1,1517,AR,2024-01-10 00:52:59
1162,Calle 4355,Piso 2 Dto B,Villa Carlos Paz,2,9119,AR,2023-11-19 23:05:00
1163,Calle 8223,Piso 12 Dto C,La Plata,1,3153,AR,2023-10-23 11:08:04
1164,Calle 2067,,Mendoza,4,4874,AR,2023-07-25 20:11:08
1165,Calle 7040,,Villa Carlos Paz,2,8116,AR,2025-05-20 22:53:35
1166,Calle 1354,,La Plata,1,9376,AR,2024-02-20 06:39:16
1167,Calle 4318,Piso 12 Dto A,CABA,1,4250,AR,2025-05-11 04:00:18
1168,Calle 8231,,Córdoba,2,3436,AR,2024-04-26 08:03:45
1169,Calle 629,,La Plata,1,7984,AR,2023-06-02 10:27:45
1170,Calle 835,Piso 7 Dto B,Córdoba,2,4791,AR,2024-04-14 12:22:48
1171,Calle 1006,,La Plata,1,5985,AR,2023-10-23 23:08:45
1172,Calle 5752,,La Plata,1,6240,AR,2023-07-18 21:01:51
1173,Calle 855,Piso 11 Dto C,CABA,1,4473,AR,2024-07-22 05:23:15
1174,Calle 1651,Piso 7 Dto A,Mar del Plata,1,9049,AR,2024-11-20 19:17:28
1175,Calle 1588,,CABA,1,6426,AR,2024-11-16 02:58:32
1176,Calle 9649,Piso 9 Dto C,Villa Carlos Paz,2,4903,AR,2024-07-07 16:02:52
1177,Calle 1430,,La Plata,1,1672,AR,2024-02-25 19:52:45
1178,Calle 1617,Piso 2 Dto C,La Plata,1,5939,AR,2025-05-11 15:24:07
1179,Calle 8742,,Mendoza,4,3094,AR,2024-02-27 19:20:41
1180,Calle 4138,Piso 9 Dto B,Mar del Plata,1,8347,AR,2023-11-04 10:04:04
1181,Calle 7911,,Mendoza,4,3735,AR,2024-07-04 21:00:07
1182,Calle 4746,,Córdoba,2,4116,AR,2025-01-12 11:38:38
1183,Calle 8413,Piso 2 Dto A,Mar del Plata,1,9344,AR,2024-12-22 18:09:56
1184,Calle 6568,,Villa Carlos Paz,2,4015,AR,2023-05-11 14:14:17
1185,Calle 9702,Piso 12 Dto A,CABA,1,9254,AR,2025-07-29 16:08:52
1186,Calle 4856,,CABA,1,3803,AR,2024-04-17 20:41:42
1187,Calle 4782,,CABA,1,5550,AR,2023-11-28 13:31:58
1188,Calle 4080,,CABA,1,1022,AR,2024-10-26 18:19:06
1189,Calle 5318,Piso 2 Dto C,Villa Carlos Paz,2,3189,AR,2025-01-29 08:07:33
1190,Calle 5319,,Santa Fe,3,6824,AR,2024-04-10 15:20:08
1191,Calle 2896,,Villa Carlos Paz,2,7258,AR,2024-06-08 18:31:23
1192,Calle 9902,Piso 9 Dto A,Rafaela,3,4614,AR,2024-09-20 17:24:07
1193,Calle 6480,,Mar del Plata,1,8109,AR,2024-11-28 15:53:44
1194,Calle 1536,Piso 8 Dto A,La Plata,1,4031,AR,2024-02-03 13:52:38
1195,Calle 2956,,La Plata,1,6081,AR,2024-01-14 02:02:50
1196,Calle 9959,,Santa Fe,3,2180,AR,2025-02-26 09:09:32
1197,Calle 6595,,Mar del Plata,1,1193,AR,2023-10-07 22:12:06
1198,Calle 1803,,CABA,1,3165,AR,2024-05-25 18:53:45
1199,Calle 2337,,Santa Fe,3,1153,AR,2023-10-18 04:36:11
1200,Calle 1393,Piso 4 Dto A,La Plata,1,8279,AR,2024-01-14 10:27:56
1201,Calle 2532,Piso 4 Dto A,La Plata,1,9906,AR,2023-11-13 04:35:16
1202,Calle 1685,,CABA,1,9381,AR,2025-02-09 02:56:05
1203,Calle 394,Piso 4 Dto B,CABA,1,3414,AR,2024-11-04 20:20:53
1204,Calle 6304,,Córdoba,2,9057,AR,2024-01-24 09:37:11
1205,Calle 1667,,Mendoza,4,6467,AR,2023-11-05 20:26:38
1206,Calle 711,,CABA,1,8022,AR,2025-08-07 01:45:06
1207,Calle 6968,Piso 3 Dto C,CABA,1,5702,AR,2024-10-28 04:45:34
1208,Calle 8180,Piso 11 Dto B,Santa Fe,3,2251,AR,2023-05-09 09:13:48
1209,Calle 2402,Piso 6 Dto A,Rosario,3,8318,AR,2025-05-18 05:14:17
1210,Calle 9468,Piso 7 Dto C,Rosario,3,3370,AR,2023-09-23 12:06:33
1211,Calle 2980,Piso 7 Dto B,CABA,1,9097,AR,2025-02-22 09:36:17
1212,Calle 9859,,La Plata,1,5028,AR,2024-12-21 06:10:48
1213,Calle 8827,,La Plata,1,7301,AR,2023-09-12 21:29:40
1214,Calle 8634,,Villa Carlos Paz,2,2429,AR,2024-05-05 08:37:59
1215,Calle 282,Piso 6 Dto C,CABA,1,3188,AR,2023-10-24 02:55:30
1216,Calle 5913,Piso 3 Dto B,La Plata,1,3361,AR,2025-09-08 17:25:28
1217,Calle 3974,,Godoy Cruz,4,3257,AR,2023-11-04 02:52:03
1218,Calle 2345,,San Rafael,4,7958,AR,2024-12-03 09:23:33
1219,Calle 9530,,CABA,1,1494,AR,2023-12-20 04:19:55
1220,Calle 4015,Piso 2 Dto A,CABA,1,3452,AR,2024-02-13 09:16:43
1221,Calle 8642,Piso 12 Dto B,CABA,1,7742,AR,2024-10-11 00:50:04
1222,Calle 217,,Mar del Plata,1,1983,AR,2023-06-24 21:29:13
1223,Calle 8246,Piso 3 Dto A,Córdoba,2,7940,AR,2025-04-10 17:24:05
1224,Calle 9373,,Villa Carlos Paz,2,7941,AR,2024-01-04 13:57:05
1225,Calle 8545,,CABA,1,7560,AR,2023-07-31 23:42:46
1226,Calle 9164,Piso 10 Dto A,CABA,1,8821,AR,2024-09-03 12:33:24
1227,Calle 6234,Piso 3 Dto A,Villa Carlos Paz,2,7950,AR,2024-03-03 12:04:57
1228,Calle 1275,Piso 6 Dto C,CABA,1,1459,AR,2024-05-12 02:19:21
1229,Calle 1745,,Mar del Plata,1,6064,AR,2024-02-21 15:35:47
1230,Calle 531,,Río Cuarto,2,1735,AR,2025-09-27 17:43:30
1231,Calle 749,,Godoy Cruz,4,6056,AR,2023-05-19 04:06:35
1232,Calle 6524,Piso 9 Dto A,Godoy Cruz,4,7400,AR,2024-11-08 18:34:32
1233,Calle 1596,,San Rafael,4,9227,AR,2023-12-25 07:21:52
1234,Calle 7815,Piso 10 Dto A,La Plata,1,3641,AR,2023-12-27 09:44:20
1235,Calle 1529,,Córdoba,2,3307,AR,2024-01-11 04:16:05
1236,Calle 8460,Piso 12 Dto C,San Rafael,4,8331,AR,2023-11-25 19:24:00
1237,Calle 7060,Piso 1 Dto C,La Plata,1,4917,AR,2024-03-25 09:23:51
1238,Calle 1229,Piso 3 Dto C,San Rafael,4,2595,AR,2023-05-29 05:04:08
1239,Calle 8965,,La Plata,1,8451,AR,2024-09-04 08:16:51
1240,Calle 2646,Piso 2 Dto B,La Plata,1,6789,AR,2023-09-21 14:42:26
1241,Calle 7549,Piso 5 Dto B,Mar del Plata,1,8242,AR,2023-12-10 04:15:09
1242,Calle 8000,Piso 1 Dto B,San Rafael,4,7568,AR,2025-01-30 09:51:50
1243,Calle 2114,Piso 8 Dto B,Rafaela,3,7122,AR,2023-09-12 16:45:11
1244,Calle 7375,,Río Cuarto,2,1934,AR,2024-05-20 07:25:52
1245,Calle 131,Piso 3 Dto A,Río Cuarto,2,7157,AR,2024-01-06 18:20:23
1246,Calle 3655,,Córdoba,2,6716,AR,2025-04-28 17:10:32
1247,Calle 7617,,Mar del Plata,1,2775,AR,2025-01-11 15:10:39
1248,Calle 6579,Piso 6 Dto A,Rosario,3,6610,AR,2025-05-30 10:23:32
1249,Calle 7803,Piso 2 Dto B,Mar del Plata,1,1627,AR,2025-08-29 18:06:03
1250,Calle 2385,Piso 11 Dto A,La Plata,1,1513,AR,2024-12-16 18:02:45
1251,Calle 7047,,La Plata,1,4465,AR,2023-06-10 15:22:01
1252,Calle 6930,,San Rafael,4,2369,AR,2023-12-12 04:22:18
1253,Calle 1339,Piso 5 Dto C,La Plata,1,7876,AR,2025-07-29 05:08:23
1254,Calle 3016,Piso 1 Dto A,La Plata,1,6603,AR,2024-08-09 05:25:12
1255,Calle 6867,,La Plata,1,8156,AR,2024-11-06 23:53:24
1256,Calle 6376,,San Rafael,4,2274,AR,2023-12-16 15:43:17
1257,Calle 5186,Piso 1 Dto A,Mar del Plata,1,3416,AR,2025-06-19 20:41:02
1258,Calle 6659,,Rosario,3,8381,AR,2023-11-17 07:04:37
1259,Calle 9477,,Río Cuarto,2,4074,AR,2025-02-16 17:18:02
1260,Calle 9846,Piso 7 Dto A,Córdoba,2,4436,AR,2024-02-26 22:55:26
1261,Calle 236,,San Rafael,4,5947,AR,2024-08-24 20:30:01
1262,Calle 8178,Piso 11 Dto B,CABA,1,7723,AR,2024-11-02 09:24:24
1263,Calle 6978,,Mar del Plata,1,3880,AR,2025-04-17 18:10:56
1264,Calle 9057,Piso 10 Dto A,CABA,1,7251,AR,2024-07-21 18:36:41
1265,Calle 7168,,Rafaela,3,2435,AR,2023-10-14 06:23:36
1266,Calle 6739,,CABA,1,8276,AR,2025-06-25 22:40:39
1267,Calle 4750,,Córdoba,2,8448,AR,2025-09-08 20:41:16
1268,Calle 7694,Piso 2 Dto B,CABA,1,7765,AR,2025-01-09 20:48:45
1269,Calle 3669,Piso 9 Dto B,La Plata,1,5333,AR,2024-08-25 12:34:44
1270,Calle 3958,,Santa Fe,3,1254,AR,2023-06-15 18:33:08
1271,Calle 8503,Piso 12 Dto C,La Plata,1,6490,AR,2024-01-25 17:22:23
1272,Calle 3963,,Godoy Cruz,4,7444,AR,2023-07-25 03:04:43
1273,Calle 7031,Piso 3 Dto C,Rafaela,3,3846,AR,2025-01-21 05:21:58
1274,Calle 2596,,San Rafael,4,3069,AR,2025-06-27 08:03:55
1275,Calle 6423,,Mar del Plata,1,6282,AR,2024-03-17 12:49:10
1276,Calle 7167,,CABA,1,1455,AR,2025-08-27 13:34:45
1277,Calle 9369,,Mendoza,4,8433,AR,2024-11-12 07:43:54
1278,Calle 3634,,Mar del Plata,1,7194,AR,2024-06-13 15:23:16
1279,Calle 1360,,Villa Carlos Paz,2,2694,AR,2023-10-25 07:49:36
1280,Calle 2011,Piso 2 Dto A,Mar del Plata,1,5292,AR,2024-02-10 14:17:19
1281,Calle 5922,,La Plata,1,9045,AR,2023-06-09 02:36:54
1282,Calle 1251,Piso 4 Dto C,La Plata,1,7148,AR,2024-09-04 03:17:37
1283,Calle 2640,,Villa Carlos Paz,2,3927,AR,2023-06-23 20:33:31
1284,Calle 5682,,La Plata,1,3595,AR,2025-07-24 12:11:45
1285,Calle 3160,,Córdoba,2,9486,AR,2025-07-08 23:13:33
1286,Calle 5979,,Rosario,3,6366,AR,2023-12-07 06:04:42
1287,Calle 2074,Piso 5 Dto B,Mar del Plata,1,4264,AR,2023-09-25 20:53:03
1288,Calle 4823,Piso 8 Dto C,Mar del Plata,1,8144,AR,2025-07-10 09:13:16
1289,Calle 4098,Piso 3 Dto A,Mendoza,4,7436,AR,2023-10-12 20:11:19
1290,Calle 5106,Piso 3 Dto A,Río Cuarto,2,8101,AR,2025-03-29 01:57:57
1291,Calle 4452,,Mar del Plata,1,7275,AR,2025-03-02 21:56:52
1292,Calle 6127,Piso 11 Dto A,La Plata,1,3740,AR,2023-06-27 10:39:51
1293,Calle 9616,Piso 7 Dto B,Godoy Cruz,4,7525,AR,2023-06-21 12:14:32
1294,Calle 7036,,La Plata,1,2190,AR,2024-04-04 06:38:49
1295,Calle 2377,,Villa Carlos Paz,2,6219,AR,2023-05-22 22:25:10
1296,Calle 7625,,Córdoba,2,2085,AR,2024-12-24 23:52:12
1297,Calle 8639,Piso 4 Dto A,CABA,1,2225,AR,2025-02-19 03:59:05
1298,Calle 5207,,Villa Carlos Paz,2,1813,AR,2025-06-11 07:12:14
1299,Calle 6902,Piso 2 Dto A,La Plata,1,3803,AR,2024-09-24 18:46:27
1300,Calle 9444,,Córdoba,2,1076,AR,2025-04-22 08:06:08
1301,Calle 607,,La Plata,1,6527,AR,2023-05-31 06:40:30
1302,Calle 6801,Piso 12 Dto B,CABA,1,6196,AR,2024-10-24 05:16:14
1303,Calle 5132,,Mar del Plata,1,7444,AR,2024-08-11 14:47:30
1304,Calle 8083,Piso 11 Dto A,Villa Carlos Paz,2,2683,AR,2023-06-20 11:56:33
1305,Calle 2274,Piso 2 Dto B,CABA,1,4708,AR,2024-01-25 09:11:50
1306,Calle 6044,,Mar del Plata,1,5254,AR,2023-07-11 21:59:47
1307,Calle 1230,Piso 5 Dto B,La Plata,1,5422,AR,2024-01-25 14:41:03
1308,Calle 7549,Piso 2 Dto A,San Rafael,4,3424,AR,2025-02-06 00:42:50
1309,Calle 2005,,Río Cuarto,2,8830,AR,2025-06-05 08:23:43
1310,Calle 7909,Piso 4 Dto A,Godoy Cruz,4,5853,AR,2023-09-11 14:47:39
1311,Calle 3374,,CABA,1,9103,AR,2023-08-07 14:54:50
1312,Calle 3542,,Mar del Plata,1,8989,AR,2023-10-15 09:20:12
1313,Calle 8645,Piso 9 Dto B,Mar del Plata,1,8438,AR,2023-12-31 05:29:45
1314,Calle 2131,Piso 4 Dto B,Rosario,3,8412,AR,2025-07-11 15:19:37
1315,Calle 3080,Piso 2 Dto B,La Plata,1,3690,AR,2024-08-25 03:15:42
1316,Calle 1673,,San Rafael,4,2805,AR,2024-05-13 16:49:07
1317,Calle 3065,Piso 5 Dto A,La Plata,1,9698,AR,2025-04-08 03:40:35
1318,Calle 9017,Piso 2 Dto B,CABA,1,4474,AR,2023-12-25 23:31:20
